id,text_en,text_pt,sentiment
651,"i expected this movie to be absolutely god awful. Like ""What Dreams May Come"" or ""The Truman Show"" or something. Well they were selling it off for Â£3.99 in my local HMV and it had Giovanni Ribisi on the cover, you know you cant help but love him, and so my friends dared me to buy it. and i was sure it was going to be trash. maybe thats the only reason i could sit through this movie, because my standards were never that high.","Eu esperava que esse filme fosse absolutamente horrível. Como ""What Dreams May Come"" ou ""The Truman Show"" ou algo assim. Bem, eles estavam vendendo por £ 3,99 no meu HMV local e tinha Giovanni Ribisi na capa, você sabe que não pode deixar de amá-lo, e então meus amigos me desafiaram a comprá-lo. e eu tinha certeza que ia ser lixo. talvez essa seja a única razão pela qual eu pude assistir a esse filme, porque meus padrões nunca foram tão altos.",neg
652,one day someone said lets redo the mod squad we can make it hip cool and all that YO!itll make a mint then they actually made it and as you are watching it you can hear your spleen cringe in agony as it twists and binds into a knot from the pure horror of it all any movie ever made has something on this id rather meet wayne newton and sing karaoke with him in a gay bar in idaho and drink a virgin bloody mary than ever watch this again may god have mercy on my soul,"Um dia alguém disse Vamos refazer o plantel mod Nós podemos torná-lo legal e tudo o que YO! fará uma hortelã, então eles realmente fizeram isso e como você está assistindo você pode ouvir seu baço se encolher de agonia, uma vez que torce e se liga em um A partir do puro horror de tudo, qualquer filme já feito tem alguma coisa sobre isso, conheça wayne newton e cante karaokê com ele em um bar gay em idaho e beba uma virgem bloody mary do que nunca observe isso de novo, que deus tenha piedade de minha alma",neg
653,"This one is a poor attempt at spinning the old ""cons turn good"" yarn, which we have seen so many times before. It actually reminded me of the American series The Players, although nowhere near as good. Omar Epps is totally unconvincing as the hard man of the bunch, as is Ribisi, whos attempt at being the funny guy gets lost along the way. Danes performance was decent though, and you can see from this performance, why she was cast in Terminator 4.The MOD Squad is a film which lies in a kind of grey area between serious thriller and comedy. At times it takes itself serious but other times it tries to be humorous but fails miserably. The film has a kind of half-finished feel about - as if it was stretched to the 90 minute mark.Youl be disappointed.","Esta é uma tentativa pobre de fiar o velho fio ""cons gira bem"", que vimos tantas vezes antes. Isso realmente me lembrou da série americana The Players, embora nem de longe tão boa. Omar Epps é totalmente pouco convincente como o homem duro do grupo, como é Ribisi, que tenta ser o cara engraçado se perde ao longo do caminho. O desempenho dos dinamarqueses era decente, e você pode ver a partir desta performance, por que ela foi escalada para o Exterminador do Futuro 4. O Esquadrão MOD é um filme que fica em uma espécie de área cinzenta entre thriller sério e comédia. Às vezes, leva-se a sério, mas outras vezes tenta ser bem-humorado, mas falha miseravelmente. O filme tem uma sensação meio acabada - como se estivesse esticado até os 90 minutos. Fique desapontado.",neg
654,"Well, you know... Rutger Hauer and Robert Patrick both are really good actors. But WTF with this movie? The story was lame and the script was just terrible. The poor actors didnt have material to work with!The DVD cover invited you to a flight action flick. You would expect something like Top Gun... Huge disappointment! The flight action in this movie is so cheap that makes you puke. The aerial scenes are clearly taken from documentaries and some other footage sources, not made for this movie. And they didnt even care about the marks or the fighters models, taking for granted the audience will not notice it.As I said the story was lame. With a little effort from the writer and director it could have been very interesting. In short, it seems a B-movie made in the 70s.I feel very sorry for these actors who put their names here. They sure must be ashamed.","Bem, você sabe ... Rutger Hauer e Robert Patrick são ambos bons atores. Mas WTF com esse filme? A história era manca e o roteiro era simplesmente terrível. Os atores pobres não tinham material para trabalhar! A capa do DVD convidou você para um filme de ação de vôo. Você esperaria algo como Top Gun ... Enorme decepção! A ação de fuga neste filme é tão barata que te faz vomitar. As cenas aéreas são claramente tiradas de documentários e algumas outras fontes de imagens, não feitas para este filme. E eles nem se importaram com as marcas ou os modelos de lutadores, tendo como certo que o público não vai notar isso. Como eu disse, a história era manca. Com um pouco de esforço do escritor e diretor, poderia ter sido muito interessante. Em suma, parece um filme B feito nos anos 70. Sinto muito por esses atores que colocam seus nomes aqui. Eles com certeza devem ter vergonha.",neg
655,"This is one of the most boring films Ive ever seen. The three main cast members just didnt seem to click well. Giovanni Ribisis character was quite annoying. For some reason, he seems to like repeating what he says. If he was the ""Rain Man"", it wouldve been fine, but hes not.3 out of 10.","Este é um dos filmes mais chatos que já vi. Os três principais membros do elenco simplesmente não parecem clicar bem. Giovanni Ribisis personagem foi muito chato. Por alguma razão, ele parece gostar de repetir o que ele diz. Se ele fosse o ""Homem da Chuva"", estaria tudo bem, mas ele não é o número 3 de 10.",neg
656,"I had the misfortune to watch this last night on the BBC, I expect I may have been the only viewer. From the beginning there was something quite wrong about the movie, after a few minutes of viewing i managed to work out what it was. THE MOVIE WAS BAD! Not bad in a good way like Wolfpack or a Seagal film just plain old shoddy bad.Why was this made into a movie? Ive seen a few episodes of the TV series and thought it was alright but I only saw repeats of that because they made this.I spent most of the film trying to work out what the story was and by the end I was none the wiser. I seem to remember at some point a character, maybe Farinas mentions that the Mod Squad can get in to places regular cops cant. The place turns out to be a club, one of the toughest places to get into, maybe it was student night? I lost track of the plot at this point or maybe there was no plot and the movie was just chopped together from various leftovers from other TV series remakes.Was it an action comedy? I dont remember any laughs.Overall this movie lacked the real scene stealing power of someone like Seymour Hoffman as the bad guy. With him Ribisi would have had somebody to bounce off.","Eu tive a infelicidade de assistir a esta última noite na BBC, espero que tenha sido o único espectador. Desde o começo, havia algo errado sobre o filme, depois de alguns minutos de visualização eu consegui descobrir o que era. O FILME ERA MÁ! Não é ruim em uma boa maneira como Wolfpack ou um filme de Seagal simplesmente velho ruim de má qualidade.Por que isso foi feito em um filme? Eu vi alguns episódios da série de TV e pensei que estava tudo bem, mas eu só vi repetições disso, porque eles fizeram isso. Eu passei a maior parte do filme tentando descobrir qual era a história e, no final, não era mais sábio. Eu pareço lembrar em algum momento um personagem, talvez Farinas menciona que o Mod Squad pode entrar em lugares que policiais comuns não podem. O lugar acaba por ser um clube, um dos lugares mais difíceis de entrar, talvez fosse a noite dos estudantes? Eu perdi a pista do enredo neste momento ou talvez não houvesse enredo e o filme foi cortado de várias sobras de outros remakes da série de TV. Foi uma comédia de ação? Eu não lembro de nenhuma risada. Em geral, esse filme não tinha o poder real de roubar cenas de alguém como Seymour Hoffman como o cara mau. Com ele Ribisi teria alguém para rebater.",neg
657,"The Mod Squad isnt a movie, its a void. Thats the most fascinating thing about it and the thing that kept me watching Â? Id never seen a film that offered absolutely nothing before. Its a film without any reason to exist whatsoever, seemingly consciously designed to appeal to no-one as if made purely as a contractual obligation to someone the studio really dislike. There is no plot, there is no characterisation, there are no set piece action scenes, there arent even any scenes as such, just a progression of increasingly empty shots projected at 24 frames per second. Im not talking about empty as in dumb summer blockbuster but empty as in ""We havent got the pages yet so just point the camera at something and stop when youve got 90 minutes worth."" It makes you appreciate the artistic achievements of Charlies Angels and S.W.A.T. that much more. What it does offer is far too much of Giovanni Ribisi at his most tediously execrable doing his bastard son of a thousand morons impersonating Marlon Brando method acting routine, Michael Lerner dancing with Omar Epps andÂ? no, thats it. Oh, Clare Danes has a nice smile in one shot. And Dennis Farina has the sense to get killed off early. Genuinely the most utterly pointless film ever made, its like LHumanite without the jokes but, you know, for kids.","The Mod Squad não é um filme, é um vazio. Isso é a coisa mais fascinante sobre isso e a coisa que me manteve assistindo? Eu nunca vi um filme que oferecesse absolutamente nada antes. É um filme sem qualquer razão para existir, aparentemente projetado conscientemente para não atrair ninguém como se fosse feito puramente como uma obrigação contratual para alguém que o estúdio realmente não gosta. Não há enredo, não há caracterização, não há cenas de ação de peça fixa, nem mesmo nenhuma cena como tal, apenas uma progressão de tiros cada vez mais vazios projetados a 24 quadros por segundo. Eu não estou falando de vazio como no blockbuster de verão mudo, mas vazio como em ""Nós ainda não temos as páginas, então basta apontar a câmera em alguma coisa e parar quando você tem 90 minutos no valor."" Faz você apreciar as realizações artísticas de Charlies Angels e S.W.A.T. muito mais O que ele oferece é demais de Giovanni Ribisi em seu mais tediosamente execrável fazendo seu filho bastardo de mil idiotas personificando o método de atuação de Marlon Brando, Michael Lerner dançando com Omar Epps e? não, é isso. Oh, Clare Danes tem um belo sorriso de uma só vez. E Dennis Farina tem o bom senso de ser morto cedo. Genuinamente o filme mais inútil de todos os tempos, é como o LHumanite sem as piadas, mas, você sabe, para as crianças.",neg
658,"I was not old enough to really appreciate the original Mod Squad, but I knew everyone thought it was cool. I have some of the ""books"" that were written based on the series in my screen-to-print collection, and theyre pretty light duty, so I didnt expect much from the movie. Thats a good thing, because this movie was bad on a long leash. I admire the risk in creating a movie that is so completely true to the 1960s hit. The movie audience, though, has gained sophistication in 30 years. At least, I think so. I certainly expect something more than an hour and a half of the original Mod Squad concept, with now old car chases, now considered poor camera work, tinny sounding soundtrack and poor script and all, on the big screen. In the 1960s, we didnt care as much because we had minimal expectations. An integrated police team of young people wearing something besides suits was enough. It was that, another thrilling episode of ""Ironsides"" or ""Password.""Rating this ""episode"" against usual theatre releases, the story was...well, Im not sure I should even say because Im not sure there was one. Drugs are bad? Whatever. The script was silly. When the characters are exchanging dialog and advancing the plot with lines like ""I overheard him say so on the phone,"" and ""I think I got a plan,"" we really are in trouble. No wonder the acting was dreadful: no one knew how to say such idiotic lines.If I were Claire Danes, Id be going after my agent with a flame-thrower right now. Actually, I think everyone in and watching the film has a right to seek retribution.And where was the Mod in that Squad? I realize these kids just got out of juvenile hall, but no one had a velvet suit? ""Mod"" only meant young and integrated? What happened to white go-go boots? Perhaps the costume department was going for gritty, but all they got was dirty and dingy.Since the movie was completely true to the original series, and required special behavior from the actors, cameramen, stunt men, etc., we should appreciate it more. Unfortunately, I still dont like it. If I wanted to watch 60s crime drama, Id buy DVDs. No thanks.","Eu não tinha idade suficiente para realmente apreciar o Mod Squad original, mas sabia que todos achavam que era legal. Eu tenho alguns dos ""livros"" que foram escritos com base na série na minha coleção de tela para impressão, e eles são muito leves, então eu não esperava muito do filme. Isso é uma coisa boa, porque este filme foi ruim em uma longa trela. Eu admiro o risco em criar um filme que é tão fiel ao sucesso dos anos 60. O público do cinema, no entanto, ganhou sofisticação em 30 anos. Pelo menos acho que sim. Eu certamente espero algo mais do que uma hora e meia do conceito original do Mod Squad, agora com perseguições de carros antigos, agora considerado um péssimo trabalho de câmera, uma pequena trilha sonora e roteiro ruim e tudo, na tela grande. Na década de 1960, não nos importamos tanto porque tínhamos expectativas mínimas. Uma equipe policial integrada de jovens vestindo algo além de ternos era o suficiente. Foi isso, outro episódio emocionante de ""Ironsides"" ou ""Senha"". Classificando esse ""episódio"" contra os lançamentos habituais do teatro, a história era ... bem, eu não tenho certeza se deveria dizer, porque não tenho certeza se havia um. Drogas são ruins? Tanto faz. O roteiro era bobo. Quando os personagens estão trocando diálogos e avançando o enredo com frases como ""Eu ouvi ele dizer no telefone"", e ""Eu acho que tenho um plano"", nós realmente estamos em apuros. Não é de admirar que a atuação fosse terrível: ninguém sabia dizer essas falas idiotas. Se eu fosse Claire Danes, estaria indo atrás do meu agente com um lança-chamas agora mesmo. Na verdade, acho que todo mundo que está assistindo o filme tem o direito de buscar retribuição. E onde estava o Mod naquele Esquadrão? Eu percebo que essas crianças acabaram de sair do salão juvenil, mas ninguém tinha um terno de veludo? ""Mod"" significava apenas jovem e integrado? O que aconteceu com botas brancas go-go? Talvez o departamento de figurinos fosse corajoso, mas tudo o que conseguiram foi sujo e sombrio. Como o filme era completamente fiel à série original e exigia um comportamento especial dos atores, cinegrafistas, dublês, etc., gostaríamos mais disso. . Infelizmente, eu ainda não gosto disso. Se eu quisesse assistir ao drama policial dos anos 60, eu compraria DVDs. Não, obrigado.",neg
659,"The movie was slow, the dialogue between actors/actresses felt ""flat"" and basically there was no development of the characters in the story.Omar Epps skulks around with a mad look on his face the entire time, pouting and basically looking annoyed with everybody. Danes has no on-screen magic, and Ribisis character is a goober that nobody would want to hang out with even if they were paid to do so.Throw in the weird scene where Epps has to dance with an old man, and you have what quite possibly COULD BE the worst movie in cinema history.I watched it on satellite thank goodness I didnt pay for it, and wished I hadnt.Do yourself a favor and go sort your underwear and socks drawer if you need something to do but are tempted to watch this movie when/if it comes on your TV. Awful movie if you ask me, and I generally have something good to say about just about any movie out there.","O filme era lento, o diálogo entre atores / atrizes parecia ""plano"" e basicamente não havia desenvolvimento dos personagens da história. Omar Epps se esgueira com um olhar louco em seu rosto o tempo todo, fazendo beicinho e basicamente parecendo irritado com todo mundo . Os dinamarqueses não têm mágica na tela, e o personagem Ribisis é um goober que ninguém iria querer sair mesmo se eles fossem pagos para fazer isso. Entra na estranha cena em que Epps tem que dançar com um homem velho, e você tem o que possivelmente eu PODERIA SER o pior filme da história do cinema. Eu assisti no satélite, graças a Deus, eu não paguei, e desejei não ter feito isso. Faça um favor a si mesmo e arrume sua roupa íntima e gaveta de meias, se precisar de algo para fazer, mas for tentado para assistir a este filme quando / na sua TV. Filme horrível se você me perguntar, e eu geralmente tenho algo bom para dizer sobre qualquer filme lá fora.",neg
660,"I watched this movie for the first time the other day and was bored to tears. I guess I just was looking for some flashback to the wonderful series that I remembered. I watched The Mod Squad television show religiously back in the day and it was fantastic. It was action packed and the relationship the 3 had with Greer was endearing. There wasnt any of that here. When Greer was murdered you get the idea that these 3 could have cared less. The actor who portrayed Pete is a really good actor but they wrote his part like he was mentally challenged. Pete in the television series was quiet and serious but had a funny side also. They had this guy acting like he was either on drugs on the time, drunk or just plain ignorant. I wouldnt recommend this movie at all. Especially if you were a fan of the TV series. It will be a complete letdown.","Eu assisti esse filme pela primeira vez no outro dia e fiquei entediado às lágrimas. Eu acho que eu estava apenas procurando por um flashback da maravilhosa série que eu me lembrava. Eu assisti o programa de televisão The Mod Squad religiosamente de volta no dia e foi fantástico. Foi cheio de ação e a relação que os três tiveram com Greer foi cativante. Não havia nada disso aqui. Quando Greer foi assassinado, você teve a ideia de que esses 3 poderiam ter se importado menos. O ator que interpretou Pete é realmente um bom ator, mas eles escreveram sua parte como se ele fosse mentalmente desafiado. Pete na série de televisão era quieto e sério, mas também tinha um lado engraçado. Eles tinham esse cara agindo como se estivesse drogado, bêbado ou simplesmente ignorante. Eu não recomendaria este filme a todos. Especialmente se você fosse fã da série de TV. Será uma decepção completa.",neg
661,"The DVD sleeve explains the premise: ""Three problem teens are headed for jail,"" and are ""set to do time until Captain Greer offers them a deal to work for him - undercover."" The film opens with definitions of the words ""Mod"" and ""Squad"", so you wont have to look them up in the dictionary. For a visual definition of ""Cool"", search for photographs of the original threesome: Michael Cole as Pete Cochran, Clarence Williams III as Linc Hayes, and Peggy Lipton as Julie Barnes. One black. One white. One blonde. Once they defined cool.The three who make up Scott Silvers version of Aaron Spellings ""The Mod Squad"" are twentysomethings: Claire Danes as Julie Barnes, Giovanni Ribisi as Pete Cochran, and Omar Epps as Linc Hayes. They arent able to do much with the material given. Mr. Ribisis portrayal is the most ""far out"", meaning he digresses most from the original characterization. Ms. Danes romances Josh Brolin as Billy Waites, who looks like he could be in a re-make of ""Marcus Welby, MD"". You wont believe hefty Michael Lerner dancing with Mr. Epps ""Linc"". He explains, ""Im not a fairy, I just like to dance!"" and requests, ""Spin me!""  The Mod Squad 1999 Scott Silver ~ Claire Danes, Giovanni Ribisi, Omar Epps","A capa do DVD explica a premissa: ""Três adolescentes problemáticos estão indo para a cadeia"", e estão ""preparados para fazer o tempo até que o capitão Greer lhes ofereça um acordo para trabalhar para ele - disfarçado"". O filme abre com as definições das palavras ""Mod"" e ""Squad"", então você não terá que procurá-las no dicionário. Para uma definição visual de ""Cool"", procure por fotografias do trio original: Michael Cole como Pete Cochran, Clarence Williams III como Linc Hayes e Peggy Lipton como Julie Barnes. Um preto. Um branco. Uma loira. Uma vez que eles definiram cool.The três que compõem Scott Silvers versão de Aaron Spellings ""The Mod Squad"" são twentysomethings: Claire Danes como Julie Barnes, Giovanni Ribisi como Pete Cochran, e Omar Epps como Linc Hayes. Eles não são capazes de fazer muito com o material dado. O retrato de Ribisis é o mais ""distante"", o que significa que ele se diverte mais com a caracterização original. Danes romances Josh Brolin como Billy Waites, que parece que ele poderia estar em uma re-make de ""Marcus Welby, MD"". Você não vai acreditar que Michael Lerner vai dançar com o Sr. Epps ""Linc"". Ele explica: ""Eu não sou uma fada, eu apenas gosto de dançar!"" e pedidos, ""giram-me!"" O Esquadrão Mod 1999 Scott Silver ~ Claire Danes, Giovanni Ribisi, Omar Epps",neg
662,"There is nothing at all redeeming about this film. It is very bad and not in such a way that it is even remotely funny. Horrible plot, acting, and writing and incredibly cheap production values to boot. This film makes ""The Jackal"" look like a work of art.","Não há nada a redimir sobre este filme. É muito ruim e não de tal maneira que é até mesmo engraçado. Trama horrível, atuação e escrita e valores de produção incrivelmente baratos. Este filme faz ""The Jackal"" parecer uma obra de arte.",neg
663,I was actually looking forward to this movie. The commercials made it look real cool and action packed. And I heard that Claire Daines character was arrested for assault so I thought that maybe she would kick a lot of ass and that would be cool. BUT NOOOOOOOO!!. Their was hardly any action at all and the character were all kinda bland. The only saving grace was Omar Epps and even he didnt help this movie much.,"Eu estava realmente ansioso para este filme. Os comerciais fizeram com que parecesse muito legal e cheio de ação. E ouvi dizer que o personagem de Claire Daines foi preso por agressão, então eu pensei que talvez ela fosse chutar muita bunda e isso seria legal. MAS NOOOOOOOO !! Eles dificilmente eram uma ação e o personagem era meio sem graça. A única graça salvadora foi Omar Epps e nem ele ajudou muito esse filme.",neg
664,"I heard what people were saying, but I ignored them. Being rushed at Blockbuster I grabbed copy of this movie and ran out. 45 minutes into I was fighting to stay awake. There is some attempt to keep the film interesting, but it was just bad. A chase of some sort takes place, but it was long and drawn out - the perfect time to make a snack. By the time this movie was over I didnt care how ended, I just wanted it to end. Walking in and out of my room checking to see if it was over.The entire movie is a cliche, the characters and their relationships. The plot twists are predictable, as well as the ending. The actors made the best out of really terrible roles. All can say is: their clothes were nice, but the movie, it was just bad.","Eu ouvi o que as pessoas estavam dizendo, mas eu as ignorei. Sendo levado às pressas na Blockbuster, peguei uma cópia desse filme e saí correndo. 45 minutos eu estava lutando para ficar acordado. Há alguma tentativa de manter o filme interessante, mas foi ruim. Uma perseguição de algum tipo acontece, mas foi longa e prolongada - o momento perfeito para fazer um lanche. No momento em que este filme acabou eu não me importei como terminou, eu só queria que acabasse. Entrando e saindo do meu quarto para verificar se estava tudo acabado. O filme inteiro é um clichê, os personagens e seus relacionamentos. As reviravoltas da trama são previsíveis, assim como o final. Os atores fizeram o melhor dos papéis realmente terríveis. Tudo o que posso dizer é: suas roupas eram legais, mas o filme era ruim.",neg
665,"Well, this movie shows us that Mark Griffiths and producers think we all are idiots. If not how should we understand this:American pilots take off on Mig-29s. Suddenly all aircrafts turn to F-16s. Ha, a magic! After an action... Migs land. The magic again!Oh, did I mention that F-16s had Israel markings? Another magic: obviously unarmed L-39 trainers are bombing enemies.And more magic: while all movie is situated in Europe, we can see a desert in almost any flying scene.Maybe the director wasted all his magic on things above, because action scenes are incredibly chaotic and also explosions look awfully as if pilots bombarded with molotovs.OK, OK, this is a movie. I should write about its story... wait. A story? Yes there is SOME story in this film. And its horrible as well.","Bem, este filme nos mostra que Mark Griffiths e produtores acham que somos todos idiotas. Se não, como devemos entender isso: pilotos americanos decolam em Mig-29s. De repente, todas as aeronaves se voltam para os F-16s. Ha uma magia! Depois de uma ação ... Migs terra. A magia novamente! Oh, eu mencionei que os F-16 tinham marcações de Israel? Outra mágica: os treinadores obviamente desarmados do L-39 estão bombardeando inimigos.E mais magia: enquanto todo o filme está situado na Europa, podemos ver um deserto em quase qualquer cena voadora.Talvez o diretor tenha desperdiçado toda a sua magia nas coisas acima, porque cenas de ação são incrivelmente caóticos e também as explosões parecem terríveis como se os pilotos fossem bombardeados com molotovs.OK, OK, este é um filme. Eu deveria escrever sobre sua história ... espere. Uma história? Sim, há alguma história neste filme. E é horrível também.",neg
666,"The Forgotten AKA: Dont Look In The Basement is a very cheaply made and very old looking horror movie.The story is very slow and never really reaches anything worth getting excited about.The patients at the asylum are embarrassingly funny especially Sam and the old woman who always quotes an old saying to everyone. Look out for the bit when she gets close to the camera, tell me you can watch without laughing!.Now the gore is very poor looking, with the blood looking pink in many scenes so it doesnt really deserve its place on the video nasties list!.Overall if you arent looking for a fantastic horror film and have some time to spare then its worth a watch.","O esquecido AKA: Não olhe no porão é um filme de terror muito barato e muito velho. A história é muito lenta e nunca atinge nada que valha a pena. Os pacientes do asilo são embaraçosamente engraçados, especialmente Sam e a velha. que sempre cita um velho ditado para todos. Olhe para fora quando ela chegar perto da câmera, me diga que você pode assistir sem rir! Agora o sangue é muito pobre, com o sangue parecendo rosa em muitas cenas, então ele realmente não merece o seu lugar na lista de vídeos nasties ! Geralmente, se você não está procurando por um filme de terror fantástico e tem algum tempo de sobra, então vale a pena um relógio.",neg
667,"This movie had great production values, good lighting, costumes, set, cinematography and acting. But someone, somewhere, took the script, and replaced all the dialogue with grade-school level barely literate writing. I felt my IQ dropping points any time any character spoke.Did they do this on purpose? Was this just an accident of Brain Dead Studio Executives? At this point, we dont know.All I know is, this movie was one great mistake from beginning to end. We dont even get to see how the Squad became cops, so instead of any character development, we get what feels like a bad TV-movie leftover from the 60s. Or whenever.Find the screenwriters, beat them with a sock full of quarters. Everyone else, nice work, but read your scripts next time.3/10","Este filme teve grandes valores de produção, boa iluminação, figurino, cenografia, cinematografia e atuação. Mas alguém, em algum lugar, pegou o roteiro e substituiu todo o diálogo por um nível de ensino quase literário. Senti meu QI perdendo pontos sempre que qualquer personagem falava. Eles fizeram isso de propósito? Isso foi apenas um acidente dos executivos da Brain Dead Studio? Neste momento, nós não sabemos. Tudo o que sei é que este filme foi um grande erro do começo ao fim. Nós nem sequer conseguimos ver como o Esquadrão se tornou policia, então ao invés de qualquer desenvolvimento de personagem, nós temos o que parece ser uma sobra de filme de TV ruim dos anos 60. Ou sempre. Encontre os roteiristas, bata-os com uma meia cheia de moedas. Todo mundo, bom trabalho, mas leia seus scripts da próxima vez.3 / 10",neg
668,"Possible Spoilers Three young people on the wrong side of the law are given a chance to turn their lives around and become useful members of society by becoming undercover cops in `The Mod Squad, a resurrection of the hit television series of the Â?60s, directed by Scott Silver. Given their less than stellar backgrounds, and because of who they are and the people they know, Julie Barnes Claire Danes, Pete Cochran Giovanni Ribisi and Lincoln Hayes Omar Epps can go places other cops cant, so they are tapped by Captain Adam Greer Dennis Farina to infiltrate a seedy night spot suspected of being a front for a prostitution ring. For a start, Julie gets a job there as a waitress, while Pete and Linc just `hang out to find out what they may. Julie quickly becomes reacquainted with an old boyfriend, Billy Waites Josh Brolin, who turns out to be involved with drugs, which are tied in to the shady dealings going down at the bar. Before its over, the `squad is in it up to their necks, while also running afoul of a bunch of wrong cops who are also involved with the drugs, and consequently tied in with their investigation. From the beginning of the movie, there is a sense that you are coming in late; as if its presupposed that you know whats going on as far as the origin and workings of the squad. All you get here are brief mug-shot bios of the three that give you nothing more than a glimpse into their past; theres nothing about how this all actually came about. The thinking was probably that by doing it this way it would lead into the story quicker, get things moving along. While this is true to a certain extent, some added background would have made the texture of the story a bit more interesting; the way it was done here merely depreciates the credibility of the entire proceedings. The plot is marginal to begin with, and any time spent on character development would have been well worth the while. Whats delivered, and quite unimaginatively at that, is a less than compelling story filled with one dimensional characters. The performances are satisfactory, but the actors get no help from the script, nor apparently from Silver; Danes, Ribisi and Epps come close to fleshing out Julie, Pete and Linc, but given the time allotted them, combined with the lack of support, they still fall way short of giving these people life. Farina, a good actor who deserves better than what he gets here, comes off as nothing more than a caricature of the `good cop. Theres a feeling that everything was given the once-over in this film; some detail and nuance would have driven the stock up considerably on this one. The supporting cast includes Richard Jenkins Detective Mothershed, Steve Harris Briggs, Larry Brandenburg Eckford, Lionel Mark Smith Lanier and Sam McMurray Tricky. Its a shame to see the acting talent involved here wasted like this; a lot more thought and planning should have gone into the making of this movie. As it is, it comes across as ill-conceived and poorly executed. Danes, Ribisi and Epps are like Major Leaguers who got stuck playing for all the marbles at the local sandlot; instead of getting a shot at the title, they all got hung out to dry. Like Terry says in `On The Waterfront, `You was my brother, Charlie, you shoulda been looking out for me. Well, its obvious that there was no Charlie to look out for them here, and after `The Mod Squad, they can all just hope for something better to come along the next time. I rate this one 1/10.","Possíveis Spoilers Três jovens do lado errado da lei têm a chance de mudar suas vidas e tornar-se membros úteis da sociedade, tornando-se policiais disfarçados em The Mod Squad, uma ressurreição da série de TV de sucesso dos anos 60, dirigido por Scott Silver. Dadas suas origens menos do que estelares, e por causa de quem são e das pessoas que conhecem, Julie Barnes Claire Danes, Pete Cochran Giovanni Ribisi e Lincoln Hayes Omar Epps podem ir a outros policiais, então eles são chamados pelo Capitão Adam Greer Dennis Farina para se infiltrar em um local noturno decadente, suspeito de ser uma fachada para um anel de prostituição. Para começar, Julie consegue um emprego como garçonete, enquanto Pete e Linc apenas saem para descobrir o que podem. Julie rapidamente se reencontra com um velho namorado, Billy Waites Josh Brolin, que acaba por se envolver com drogas, que estão ligadas aos negócios obscuros que acontecem no bar. Antes de terminar, o esquadrão está lá até o pescoço, ao mesmo tempo em que se depara com um bando de policiais errados que também estão envolvidos com as drogas e, consequentemente, empatados com a investigação. Desde o início do filme, há uma sensação de que você está chegando atrasado; como se o seu pressuposto que você sabe o que está acontecendo, tanto quanto a origem e funcionamento do esquadrão. Tudo o que você consegue aqui são breves biografias das três que lhe dão nada mais do que um vislumbre de seu passado; Não há nada sobre como tudo isso realmente aconteceu. O pensamento era provavelmente que, ao fazer isso, levaria à história mais rapidamente, faria as coisas progredirem. Embora isso seja verdade até certo ponto, algum contexto adicional teria tornado a textura da história um pouco mais interessante; a maneira como foi feito aqui apenas deprecia a credibilidade de todo o processo. O enredo é marginal para começar, e qualquer tempo gasto no desenvolvimento do personagem teria valido a pena. O que é entregue, e sem imaginação, é uma história menos que convincente, cheia de caracteres unidimensionais. As performances são satisfatórias, mas os atores não recebem ajuda do roteiro, nem aparentemente de Silver; Danes, Ribisi e Epps chegam perto de consertar Julie, Pete e Linc, mas dado o tempo que lhes é atribuído, combinado com a falta de apoio, eles ainda estão longe de dar vida a essas pessoas. Farina, um bom ator que merece melhor do que o que ele recebe aqui, parece nada mais do que uma caricatura do ""bom policial"". Há um sentimento de que tudo foi dado a uma vez mais neste filme; alguns detalhes e nuances teriam impulsionado consideravelmente o estoque. O elenco de apoio inclui Richard Jenkins Detective Mothershed, Steve Harris Briggs, Larry Brandenburg Eckford, Lionel Mark Smith Lanier e Sam McMurray Tricky. É uma pena ver o talento de ator envolvido aqui desperdiçado assim; muito mais pensamento e planejamento deveriam ter sido feitos nesse filme. Do jeito que está, é mal concebido e mal executado. Danes, Ribisi e Epps são como Major Leaguers que ficaram presos jogando para todos os mármores no local sandlot; em vez de tentar o título, todos foram pendurados para secar. Como Terry diz em On the Waterfront, você era meu irmão, Charlie, você deveria estar cuidando de mim. Bem, é óbvio que não havia Charlie para cuidar deles aqui, e depois do The Mod Squad, todos podem apenas esperar que algo melhor aparecesse da próxima vez. Eu classifico este 1/10.",neg
669,"I thought this movie was horrible. I was bored and had to use all the self control I have to not scream at the screen. Mod Squad was beyond cheesy, beyond cliche, and utterly predictable.","Eu pensei que esse filme fosse horrível. Eu estava entediado e tive que usar todo o autocontrole para não gritar na tela. O Mod Squad estava além do clichê, além do clichê, e totalmente previsível.",neg
